,botscore,tweet_id,user_id
89,0.57,,1012606118474862592
90,0.09,,2938678337
91,0.13,,810094532
92,0.02,,736830707075403776
93,0.05,,586719195
0,0.28,,2995425408
1,0.29,,4845656255
2,0.13,,1042299303853580288
3,0.2,,18765967
4,0.72,,16980649
5,0.01,,502259737
6,0.48,,1067778429515313152
7,0.1,,1127430246045765633
8,0.02,,3018811074
9,0.08,,1169346784885264384
10,0.01,,243000422
11,0.09,,70867821
12,0.16,,508242637
13,0.11,,2920470055
14,0.21,,907616464101879808
15,0.16,,1203880336163254277
16,0.01,,256291025
17,0.44,,1153041961076629509
18,0.01,,2281174994
19,0.03,,906611296031911936
20,0.11,,772817004369764352
21,0.27,,3832858278
22,0.06,,718289923
23,0.34,,3346625728
24,0.01,,519993485
25,0.0,,14094741
26,0.05,,930697072432549896
27,0.18,,1130657977957081088
28,0.07,,3232051586
29,0.12,,2514482011
30,0.15,,47222812
31,0.14,,595079922
32,0.09,,1081892173342224385
33,0.04,,2921022470
34,0.74,,3292583165
35,0.08,,1086121518789201920
36,0.34,,1025093157959155718
37,0.42,,3223754894
38,0.59,,1051771098029846528
39,0.16,,824889491278045185
40,0.28,,1096796064957562880
41,0.53,,1001278502619009025
42,0.14,,453528109
43,0.13,,911751497695686656
44,0.07,,4261241
45,0.19,,1180827362570756096
46,0.05,,569166344
47,0.21,,959676146001440768
48,0.25,,1034003112560746496
49,0.14,,1007035390497189888
50,0.53,,206852273
51,0.35,,959528418953056256
52,0.11,,1017829212953014272
53,0.17,,988101278302486528
54,0.64,,2829364034
55,0.31,,1191964586628538370
56,0.23,,483223
57,0.28,,153113970
58,0.68,,2283498968
59,0.7,,782541827404550144
60,0.11,,465965576
61,0.38,,936479634220183552
62,0.22,,70018327
63,0.1,,99906585
64,0.03,,91058619
65,0.78,,897557067426353152
66,0.29,,1180200018218762244
67,0.09,,408006048
68,0.12,,29252212
69,0.44,,1196479569219530757
70,0.02,,2803877310
71,0.04,,738125282096369665
72,0.03,,544696970
73,0.04,,2808281190
74,0.06,,1945532252
75,0.0,,101682427
76,0.08,,2986301921
77,0.26,,1113178573475655680
78,0.34,,1031841296564932608
79,0.07,,14240511
80,0.24,,3929208740
81,0.01,,817246939662020609
82,0.27,,991672443960938496
83,0.03,,898554931271127042
84,0.31,,834649551583666176
85,0.21,,2898606468
0,0.05,,1032456925814943744
1,0.0,,335408906
2,0.4,,943361914255691776
3,0.05,,252024035
4,0.18,,1109079644
5,0.11,,1556075358
6,0.18,,219067886
7,0.03,,131468822
8,0.24,,966577899238289408
9,0.03,,3313968781
10,0.17,,986316884617216000
11,0.07,,1162123008
12,0.08,,3048153685
13,0.09,,1895969275
14,0.04,,279912695
15,0.14,,341173612
16,0.19,,701967705788645376
17,0.45,,2152023645
18,0.02,,752249794655952896
19,0.06,,46760257
20,0.02,,1377635808
21,0.32,,317166479
22,0.0,,2260688748
23,0.32,,34506336
24,0.11,,27947724
25,0.06,,30430057
26,0.26,,877554093434191873
27,0.13,,1153485962091147264
28,0.26,,992943418052460544
29,0.19,,113992269
30,0.08,,2486797918
31,0.21,,706377727524220928
32,0.0,,2407293052
33,0.27,,935979890289074176
34,0.12,,3235685400
35,0.09,,64599157
36,0.21,,1135615767926509568
37,0.23,,1132604003173298177
38,0.04,,1058328214982995968
39,0.18,,1030460739868217344
40,0.7,,67549014
41,0.09,,1081286200944705536
42,0.16,,779041657316532224
43,0.29,,1058074241390718977
44,0.23,,831963457
45,0.19,,2241627420
46,0.08,,292599401
47,0.04,,617873148
48,0.39,,963369508684554240
49,0.36,,1079804943828017153
50,0.31,,1166693808827969541
51,0.0,,1728153522
52,0.13,,3196685016
53,0.04,,1026009853
54,0.09,,779074615
55,0.1,,16848293
56,0.03,,154428775
57,0.07,,831008083623178240
58,0.09,,868762981
59,0.01,,515646276
60,0.71,,4833195003
61,0.09,,345098869
62,0.75,,1090371086552915968
63,0.01,,2488242872
64,0.16,,391954131
65,0.09,,956744026387972096
66,0.16,,3919921513
67,0.15,,906211301822746625
68,0.17,,973182188941266944
69,0.08,,1947016082
70,0.3,,1152413001804161024
71,0.11,,1074062815055486976
72,0.17,,2804858665
73,0.01,,597222465
74,0.14,,831673164589576194
75,0.0,,1099330975
76,0.56,,138104359
77,0.16,,32599380
78,0.01,,4839100229
79,0.44,,3098687836
80,0.04,,801274159
81,0.37,,1894918364
82,0.15,,15442006
83,0.18,,14183746
84,0.18,,734614103738724352
85,0.12,,855060331688861696
86,0.09,,3255172123
87,0.03,,16881496
88,0.04,,2590005165
89,0.14,,820241195288895488
90,0.11,,303630943
91,0.43,,738388916403765248
92,0.04,,2382983292
0,0.36,,3419186937
1,0.09,,2782357302
2,0.38,,751484228
3,0.0,,66593758
4,0.13,,1049751873618612225
5,0.18,,974021435759972353
6,0.25,,612315981
7,0.16,,1070825109898678272
8,0.47,,886057615087865859
9,0.05,,764315809665560576
10,0.08,,949500530837123072
11,0.4,,3982971509
12,0.16,,117499026
13,0.76,,576308093
14,0.02,,2729095817
15,0.24,,1026086149843034113
16,0.18,,2412239788
17,0.22,,765058479329423362
18,0.0,,700897219310964736
19,0.02,,1431465410
20,0.31,,4011857602
21,0.23,,884381050595450880
22,0.04,,285093142
23,0.49,,3908955016
24,0.1,,288615413
25,0.02,,4108863732
26,0.01,,1656678301
27,0.05,,432074938
28,0.37,,1123285792829341698
29,0.79,,4832537098
30,0.25,,366117419
31,0.11,,1181589697107288065
32,0.36,,1500353880
33,0.0,,737052212
34,0.08,,972731782679449600
35,0.02,,625361003
36,0.17,,1013282145626816512
37,0.05,,463973367
38,0.11,,2818118089
39,0.04,,2968976061
40,0.18,,3098408504
41,0.07,,2388945021
42,0.14,,113750924
43,0.14,,1099148791360282625
44,0.01,,863014291
45,0.05,,1924984578
46,0.03,,948691504456908800
47,0.05,,1029463658450100224
48,0.16,,876954273564708864
49,0.1,,21216146
50,0.05,,1705578637
51,0.13,,713845461975584768
52,0.01,,29068680
53,0.27,,1373496739
54,0.14,,493565722
55,0.3,,1148828971615825920
56,0.04,,31441775
57,0.09,,2858564461
58,0.12,,41380302
59,0.06,,1145151152067096576
60,0.0,,2167629800
61,0.35,,1073497493982175232
62,0.15,,757227934839087104
63,0.18,,766691736
64,0.32,,924831814165848064
65,0.33,,951712751084126208
66,0.03,,1232458320
67,0.35,,1079828059027656704
68,0.06,,1349495088
69,0.03,,707455866
70,0.25,,358232369
71,0.59,,1473486240
72,0.11,,947966668365447169
73,0.02,,1388325090
74,0.0,,3002825328
75,0.06,,866725145225908224
76,0.27,,4202594360
77,0.01,,2876007388
78,0.02,,172627813
79,0.19,,954630174867443712
80,0.27,,1202528733443301376
81,0.11,,2613037702
82,0.05,,3902615292
83,0.05,,194190424
84,0.05,,169009158
85,0.01,,243983947
86,0.36,,796089890219835392
87,0.16,,1887803983
88,0.06,,2617403534
89,0.05,,74482632
90,0.28,,76800624
91,0.18,,3710749161
92,0.09,,2296210330
93,0.05,,1044406292
0,0.08,,975384296
1,0.1,,173944201
2,0.34,,890448267443662850
3,0.01,,3758439795
4,0.08,,962376872209387521
5,0.14,,343488215
6,0.2,,1171796174120132609
7,0.08,,2298148329
8,0.08,,879420546013736960
9,0.08,,57895968
10,0.05,,271717910
11,0.15,,728469625
12,0.2,,1141405499214012416
13,0.0,,379377832
14,0.25,,733389625318858752
15,0.33,,450280080
16,0.12,,79154219
17,0.02,,3755269157
18,0.05,,952753969067151362
19,0.28,,1153509211244044288
20,0.4,,1457867743
21,0.23,,901791971655553029
22,0.01,,291186311
23,0.0,,929890397358305281
24,0.07,,1260008533
25,0.03,,874081731153989633
26,0.09,,789257085011632129
27,0.02,,2521378498
28,0.12,,786722206969724928
29,0.48,,1005865177198354432
30,0.03,,952579947893211136
31,0.17,,743219952497332225
32,0.04,,68057120
33,0.08,,3065811258
34,0.02,,1143744091
35,0.02,,151519009
36,0.09,,936298826494656512
37,0.05,,3246248478
38,0.05,,338644244
39,0.1,,264864939
40,0.55,,993366173549936642
41,0.11,,285305314
42,0.67,,2191511370
43,0.11,,1141750628
44,0.01,,469881941
45,0.14,,4891630759
46,0.51,,815551644
47,0.08,,307522357
48,0.01,,3677574194
49,0.11,,793482209185370112
50,0.22,,316776799
51,0.15,,2341214017
52,0.01,,2470041362
53,0.02,,1865235258
54,0.16,,845741379162701826
55,0.1,,350021511
56,0.26,,3054029427
57,0.17,,1273150189
58,0.06,,766559845
59,0.03,,743589395333189632
60,0.05,,253373881
61,0.1,,92879074
62,0.3,,760933159970144256
63,0.35,,971468677051756545
64,0.1,,897889169766273035
65,0.08,,834213108109414400
66,0.25,,819407442295607296
67,0.27,,1199500213557374978
68,0.19,,286902789
69,0.04,,25853093
70,0.0,,462424562
71,0.03,,1394682187
72,0.47,,33148888
73,0.07,,312012743
74,0.49,,27316100
75,0.46,,1192188484989210624
76,0.04,,3409565763
77,0.03,,2319168164
78,0.04,,2334042014
79,0.25,,705533
80,0.32,,1179406917950742528
81,0.1,,1152261897623760896
82,0.49,,769268463567245312
83,0.02,,138894892
84,0.06,,1188364626
85,0.15,,750362158022529027
86,0.16,,117825452
87,0.1,,86225426
0,0.08,,816247187428569089
1,0.28,,826562429685473282
2,0.14,,273190475
3,0.07,,467308368
4,0.12,,1618221955
5,0.17,,1068608331890204673
6,0.0,,101340683
7,0.44,,636833701
8,0.41,,823359966249701380
9,0.02,,2185094168
10,0.38,,838635008298360832
11,0.02,,4902546676
12,0.81,,1160016839495356416
13,0.04,,537572854
14,0.0,,2243020788
15,0.12,,71871517
16,0.18,,1118873705470283776
17,0.27,,1034191419894784000
18,0.1,,413562132
19,0.02,,484531923
20,0.54,,933630544578936832
21,0.19,,910464280486694912
22,0.06,,857118403
23,0.01,,3078650251
24,0.1,,1648403178
25,0.24,,1163390727641939970
26,0.39,,1128955455668015104
27,0.22,,238449817
28,0.0,,1708221920
29,0.01,,517732404
30,0.07,,48926644
31,0.15,,512635855
32,0.2,,757186347798974466
33,0.13,,1151299843488268289
34,0.06,,55632221
35,0.06,,380443226
36,0.17,,523057049
37,0.35,,768232677237465088
38,0.09,,2827009604
39,0.05,,629568278
40,0.17,,2561598458
41,0.1,,3252338220
42,0.39,,98846023
43,0.02,,455272169
44,0.21,,1729866062
45,0.37,,1713417312
46,0.13,,172004349
47,0.18,,158252117
48,0.19,,1103025039090290688
49,0.16,,92755722
50,0.18,,1149665275840622592
51,0.08,,489612082
52,0.5,,302051929
53,0.04,,324732938
54,0.11,,1135407919556546560
55,0.05,,1254246229
56,0.02,,2804498022
57,0.0,,2150058656
58,0.28,,1130350529765359616
59,0.08,,217631327
60,0.04,,711525576
61,0.04,,1008523622326169602
62,0.18,,739891619395076096
63,0.13,,27445170
64,0.32,,1157445319111708673
65,0.02,,2270781920
66,0.31,,1071227767117766658
67,0.1,,24140567
68,0.05,,2453749222
69,0.34,,852751540204953600
70,0.19,,616436457
71,0.11,,4777830450
72,0.09,,728531363620655105
73,0.03,,885125616
74,0.0,,329538670
75,0.46,,782146270735446016
76,0.05,,1071986083716509696
77,0.12,,47145919
78,0.09,,19566709
79,0.14,,913942126139985920
80,0.17,,1105701329438162945
81,0.22,,2490633366
82,0.22,,905599260015636480
83,0.28,,1131590698589753344
84,0.21,,1104930826091937792
85,0.14,,1069350819991040000
86,0.14,,1009253682213339136
87,0.04,,2447207984
88,0.14,,1416964124
89,0.52,,1920720745
90,0.0,,2265197676
91,0.09,,34409861
92,0.08,,2930112702
93,0.03,,2481651332
0,0.25,,3224740593
1,0.04,,2210922846
2,0.05,,1639888610
3,0.01,,2432541948
4,0.17,,1109071495991422978
5,0.54,,1074946799561891841
6,0.28,,2361768588
7,0.02,,975767426
8,0.01,,4515426494
9,0.05,,37824206
10,0.08,,126297089
11,0.16,,1163367702410346496
12,0.12,,1040021899751948288
13,0.08,,723153185079066624
14,0.06,,736035576
15,0.03,,34120925
16,0.04,,585053709
17,0.26,,1167558212075147264
18,0.17,,1070198101774880768
19,0.06,,28731459
20,0.08,,831927555099938829
21,0.14,,490018011
22,0.05,,1002005591848620032
23,0.15,,20256793
24,0.11,,952968028504903680
25,0.74,,20941778
26,0.32,,434617028
27,0.07,,709118364
28,0.33,,1156419735493496832
29,0.72,,241378900
30,0.07,,313644102
31,0.84,,484254509
32,0.03,,3860630053
33,0.18,,4910934513
34,0.52,,17771480
35,0.02,,26205738
36,0.53,,1186899415396564992
37,0.22,,2939087594
38,0.18,,949149483396296704
39,0.19,,6889992
40,0.01,,1043356970
41,0.06,,3160568738
42,0.46,,1190332009052176384
43,0.24,,967468307065528320
44,0.2,,939212135208538112
45,0.04,,716993541591969792
46,0.09,,1746916880
47,0.12,,473169001
48,0.19,,1104668994781487106
49,0.2,,3436200437
50,0.02,,1460760870
51,0.23,,1056996040786788353
52,0.11,,75759032
53,0.17,,375878727
54,0.16,,1176362850794844161
55,0.0,,779013101345701888
56,0.15,,3296720710
57,0.02,,2480739090
58,0.25,,765988057673822208
59,0.01,,279588550
60,0.1,,407279501
61,0.08,,4116534809
62,0.21,,1012556244291375105
63,0.07,,74572888
64,0.19,,792873104036868097
65,0.04,,729677229324697600
66,0.03,,15748613
67,0.11,,2577314329
68,0.23,,1201305227288350721
69,0.25,,456419555
70,0.31,,1035524618981765120
71,0.04,,303654302
72,0.36,,2477220050
73,0.23,,18373586
74,0.09,,785392308531240960
75,0.05,,923340034358546432
76,0.05,,67051201
77,0.1,,2423245985
78,0.06,,3917590454
79,0.13,,1003472652646977537
80,0.05,,152046314
81,0.07,,2823069818
82,0.21,,28773081
83,0.36,,27847085
84,0.09,,756925231147524097
85,0.41,,1085341380954783744
86,0.21,,191823049
87,0.01,,4876301425
88,0.45,,1185001454240583680
89,0.32,,3235528688
0,0.11,,42923590
1,0.0,,425353914
2,0.04,,88062345
3,0.01,,571844001
4,0.08,,822198726
5,0.06,,2193745375
6,0.06,,942076102331289600
7,0.05,,9598912
8,0.2,,940575349141782528
9,0.03,,320441656
10,0.03,,220541704
11,0.26,,748000034482946048
12,0.32,,634919569
13,0.03,,937012429057413122
14,0.37,,1203868787101048832
15,0.09,,1120888317187448832
16,0.72,,4048852873
17,0.03,,2772087152
18,0.45,,839664380019105792
19,0.28,,1119063426725072896
20,0.01,,46936731
21,0.1,,107649194
22,0.12,,48048233
23,0.05,,728826312
24,0.0,,1969528693
25,0.04,,433689306
26,0.15,,3145089687
27,0.21,,37597963
28,0.35,,733669949755953154
29,0.04,,738200484280819712
30,0.06,,899771942755901441
31,0.1,,3614691741
32,0.13,,475435980
33,0.13,,1061406609853898753
34,0.08,,18032474
35,0.07,,732220756738727937
36,0.58,,1167694482315317249
37,0.32,,14392535
38,0.01,,309679738
39,0.26,,996285132649611267
40,0.89,,996987530992992256
41,0.2,,393761355
42,0.28,,1070010992543842304
43,0.04,,336709865
44,0.03,,233096436
45,0.1,,3253318476
46,0.11,,808009489
47,0.01,,73429608
48,0.47,,959234983322902529
49,0.08,,337318624
50,0.52,,1182150588919889920
51,0.03,,85524869
52,0.53,,1118330592142094336
53,0.0,,168041676
54,0.03,,315546532
55,0.14,,836335109288640517
56,0.21,,745906478
57,0.01,,464091851
58,0.13,,2230674740
59,0.22,,1116490251940163585
60,0.31,,1180675941535584256
61,0.13,,2158998960
62,0.38,,1052964291383648262
63,0.0,,479023026
64,0.07,,21036544
65,0.37,,1450154582
66,0.13,,3751441
67,0.04,,3333057477
68,0.06,,1340108581
69,0.01,,256067967
70,0.07,,4244514191
71,0.13,,916041770785558533
72,0.0,,2876966131
73,0.03,,2920353599
74,0.28,,1032808955825807360
75,0.01,,61658673
76,0.19,,58460028
77,0.1,,988154519400820736
78,0.15,,1060575443567423489
79,0.01,,1421906354
80,0.08,,720507926046208000
81,0.77,,1143588853665751040
82,0.04,,14850955
83,0.06,,40397657
84,0.22,,1070800353032105985
85,0.41,,114494345
86,0.03,,271497147
87,0.09,,393109867
88,0.13,,59711427
0,0.12,,2918996887
1,0.05,,3317539911
2,0.05,,809738186
3,0.03,,3280847173
4,0.19,,1959215065
5,0.09,,843332730154835968
6,0.04,,1653941366
7,0.12,,2235253365
8,0.35,,967926565547003904
9,0.01,,2167131219
10,0.12,,1158768599768551424
11,0.14,,1019087764321685505
12,0.0,,2377882045
13,0.03,,3224406061
14,0.09,,116041844
15,0.05,,1641596438
16,0.03,,168064859
17,0.24,,1069956794863169536
18,0.52,,1153721555504865280
19,0.05,,227423162
20,0.05,,715437480
21,0.31,,940444601097342981
22,0.03,,343802929
23,0.03,,1070326161497055232
24,0.11,,1095111873802964992
25,0.1,,519996409
26,0.32,,44122063
27,0.04,,745202727723085824
28,0.06,,4723448707
29,0.04,,1027436323462885377
30,0.0,,340867474
31,0.06,,2408227489
32,0.07,,21142665
33,0.0,,3299765024
34,0.03,,558954115
35,0.25,,188503435
36,0.71,,1203871957269139461
37,0.04,,716126874917687296
38,0.0,,247924340
39,0.15,,550127165
40,0.18,,2505671358
41,0.02,,592447389
42,0.09,,515183288
43,0.12,,1143311425470947329
44,0.03,,1091404973781454848
45,0.03,,846469861
46,0.02,,175784573
47,0.14,,152082407
48,0.03,,2411597775
49,0.02,,497341032
50,0.29,,1153421346933751808
51,0.0,,2561819545
52,0.21,,29814162
53,0.12,,966670342742859777
54,0.0,,2196922086
55,0.09,,156166269
56,0.1,,48364267
57,0.21,,1195928506896723968
58,0.35,,4858213899
59,0.19,,2762214769
60,0.03,,787799383563644928
61,0.1,,713116075861393409
62,0.18,,829127206634926080
63,0.14,,1093779589
64,0.03,,318508970
65,0.08,,14594127
66,0.49,,743268439653945344
67,0.12,,9906832
68,0.08,,3000913012
69,0.14,,822537173102657541
70,0.33,,1041743801474154496
71,0.05,,43874670
72,0.09,,1072347164888592385
73,0.11,,265592650
74,0.15,,792267667914665984
75,0.3,,1178461189581328384
76,0.53,,979975148844367872
77,0.06,,4091372292
78,0.02,,3345703797
79,0.36,,785615185
80,0.05,,233784076
81,0.29,,867942786
82,0.03,,280259739
83,0.06,,465009976
84,0.01,,319769408
85,0.02,,1260896797
86,0.01,,304326250
87,0.23,,306007007
88,0.04,,28597237
89,0.52,,2514603024
90,0.36,,1203862530029961216
91,0.14,,728037472765022208
92,0.41,,1178717997919330305
93,0.51,,2334920990
0,0.23,,4880949064
1,0.13,,35053194
2,0.47,,1023135443318009856
3,0.01,,167736690
4,0.17,,4907486309
5,0.2,,2741661968
6,0.6,,4161793753
7,0.2,,3233691384
8,0.13,,327028309
9,0.03,,3016152259
10,0.04,,2727855046
11,0.1,,4748450936
12,0.3,,1190966953
13,0.41,,1202782922127925249
14,0.09,,345717311
15,0.05,,22995803
16,0.28,,34633273
17,0.14,,1191906694785306624
18,0.28,,553589035
19,0.11,,945450250898104320
20,0.21,,1082167881301778432
21,0.06,,786712691880693760
22,0.32,,423312428
23,0.1,,225336982
24,0.11,,119071459
